episode_index,category,suite,source_file,length,task
1494,lighting,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,131,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
1495,camera_pose,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,89,put the bowl on the plate
1496,language,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,195,pick up the orange juice and place it in the basket
1497,language,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,147,pick up the cream cheese and place it in the basket
1498,camera_pose,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,155,pick up the alphabet soup and place it in the basket
1499,env,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,124,pick up the salad dressing and place it in the basket
1500,env,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,228,turn on the stove and put the moka pot on it
1501,env,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,97,put the bowl on the plate
1502,lighting,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5,136,pick up the black bowl on the stove and place it on the plate
1503,env,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,131,pick up the black bowl on the ramekin and place it on the plate
1504,camera_pose,libero_10,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,317,put the yellow and white mug in the microwave and close it
1505,sensor_noise,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,176,pick up the book and place it in the back compartment of the caddy
1506,language,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,148,pick up the chocolate pudding and place it in the basket
1507,lighting,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,242,put the white mug on the left plate and put the yellow and white mug on the right plate
1508,env,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,114,put the bowl on the stove
1509,lighting,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,99,put the bowl on top of the cabinet
1510,language,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,96,pick up the black bowl between the plate and the ramekin and place it on the plate
1511,language,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,229,put the black bowl in the bottom drawer of the cabinet and close it
1512,env,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,141,pick up the ketchup and place it in the basket
1513,lighting,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,111,pick up the black bowl from table center and place it on the plate
1514,lighting,libero_goal,turn_on_the_stove_demo.hdf5,84,turn on the stove
1515,env,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,151,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
1516,sensor_noise,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,126,pick up the bbq sauce and place it in the basket
1517,lighting,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,312,put both the alphabet soup and the tomato sauce in the basket
1518,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,125,pick up the black bowl next to the ramekin and place it on the plate
1519,language,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,170,pick up the book and place it in the back compartment of the caddy
1520,sensor_noise,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,168,pick up the chocolate pudding and place it in the basket
1521,camera_pose,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,218,put the white mug on the plate and put the chocolate pudding to the right of the plate
1522,env,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,235,put both the cream cheese box and the butter in the basket
1523,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,111,pick up the black bowl on the ramekin and place it on the plate
1524,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,97,pick up the black bowl on the cookie box and place it on the plate
1525,lighting,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,90,put the bowl on top of the cabinet
1526,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,127,pick up the black bowl next to the cookie box and place it on the plate
1527,language,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,144,pick up the butter and place it in the basket
1528,lighting,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,261,put both the alphabet soup and the cream cheese box in the basket
1529,sensor_noise,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,264,put both the alphabet soup and the cream cheese box in the basket
1530,sensor_noise,libero_10,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,278,put the yellow and white mug in the microwave and close it
1531,camera_pose,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,168,pick up the orange juice and place it in the basket
1532,sensor_noise,libero_goal,turn_on_the_stove_demo.hdf5,99,turn on the stove
1533,camera_pose,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,100,pick up the black bowl on the ramekin and place it on the plate
1534,env,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,135,pick up the black bowl next to the ramekin and place it on the plate
1535,env,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,236,put the white mug on the left plate and put the yellow and white mug on the right plate
1536,env,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,87,put the bowl on the plate
1537,env,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,90,put the bowl on the plate
1538,lighting,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,236,put both the alphabet soup and the cream cheese box in the basket
1539,lighting,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,301,put the white mug on the plate and put the chocolate pudding to the right of the plate
1540,language,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,278,put the white mug on the plate and put the chocolate pudding to the right of the plate
1541,lighting,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,94,put the bowl on the stove
1542,env,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,175,pick up the tomato sauce and place it in the basket
1543,language,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,112,put the cream cheese in the bowl
1544,camera_pose,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,250,put both the alphabet soup and the tomato sauce in the basket
1545,sensor_noise,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,143,pick up the orange juice and place it in the basket
1546,sensor_noise,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,106,put the bowl on top of the cabinet
1547,language,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,125,pick up the black bowl from table center and place it on the plate
1548,lighting,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,255,put both the alphabet soup and the tomato sauce in the basket
1549,sensor_noise,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,203,put the white mug on the plate and put the chocolate pudding to the right of the plate
1550,env,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,135,pick up the milk and place it in the basket
1551,env,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,139,pick up the milk and place it in the basket
1552,env,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,271,turn on the stove and put the moka pot on it
1553,sensor_noise,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,131,pick up the bbq sauce and place it in the basket
1554,camera_pose,libero_goal,turn_on_the_stove_demo.hdf5,92,turn on the stove
1555,env,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,154,pick up the butter and place it in the basket
1556,env,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,271,put both the cream cheese box and the butter in the basket
1557,sensor_noise,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,235,turn on the stove and put the moka pot on it
1558,env,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,259,put the black bowl in the bottom drawer of the cabinet and close it
1559,lighting,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,135,pick up the tomato sauce and place it in the basket
1560,lighting,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,162,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
1561,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,117,pick up the black bowl next to the ramekin and place it on the plate
1562,language,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,126,pick up the bbq sauce and place it in the basket
1563,camera_pose,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,114,pick up the black bowl next to the plate and place it on the plate
1564,lighting,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,184,open the top drawer and put the bowl inside
1565,lighting,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,166,pick up the chocolate pudding and place it in the basket
1566,camera_pose,libero_goal,turn_on_the_stove_demo.hdf5,97,turn on the stove
1567,language,libero_goal,turn_on_the_stove_demo.hdf5,92,turn on the stove
1568,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,99,pick up the black bowl next to the plate and place it on the plate
1569,lighting,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,279,put both the cream cheese box and the butter in the basket
1570,lighting,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,138,pick up the black bowl on the ramekin and place it on the plate
1571,lighting,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,120,pick up the orange juice and place it in the basket
1572,camera_pose,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,133,pick up the orange juice and place it in the basket
1573,camera_pose,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,148,pick up the ketchup and place it in the basket
1574,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,152,pick up the black bowl next to the ramekin and place it on the plate
1575,camera_pose,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,134,pick up the black bowl between the plate and the ramekin and place it on the plate
1576,camera_pose,libero_goal,turn_on_the_stove_demo.hdf5,86,turn on the stove
1577,language,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,234,pick up the book and place it in the back compartment of the caddy
1578,language,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,145,pick up the black bowl on the wooden cabinet and place it on the plate
1579,env,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,131,open the middle drawer of the cabinet
1580,language,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,79,pick up the black bowl between the plate and the ramekin and place it on the plate
1581,env,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,292,put both the alphabet soup and the tomato sauce in the basket
1582,language,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,128,pick up the salad dressing and place it in the basket
1583,language,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,100,put the wine bottle on top of the cabinet
1584,env,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,96,put the bowl on top of the cabinet
1585,env,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,127,pick up the milk and place it in the basket
1586,lighting,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,202,open the top drawer and put the bowl inside
1587,env,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,109,pick up the black bowl next to the plate and place it on the plate
1588,env,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,242,put both the cream cheese box and the butter in the basket
1589,camera_pose,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,279,turn on the stove and put the moka pot on it
1590,language,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,128,pick up the bbq sauce and place it in the basket
1591,lighting,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,160,put the wine bottle on the rack
1592,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,140,pick up the black bowl next to the ramekin and place it on the plate
1593,camera_pose,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,106,put the wine bottle on top of the cabinet
1594,sensor_noise,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,99,put the cream cheese in the bowl
1595,language,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,149,pick up the ketchup and place it in the basket
1596,lighting,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,151,pick up the butter and place it in the basket
1597,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,140,pick up the black bowl next to the ramekin and place it on the plate
1598,camera_pose,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,141,pick up the orange juice and place it in the basket
1599,env,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,131,pick up the orange juice and place it in the basket
1600,sensor_noise,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,275,put the white mug on the plate and put the chocolate pudding to the right of the plate
1601,lighting,libero_goal,turn_on_the_stove_demo.hdf5,88,turn on the stove
1602,env,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,195,open the top drawer and put the bowl inside
1603,language,libero_10,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,345,put the yellow and white mug in the microwave and close it
1604,env,libero_goal,turn_on_the_stove_demo.hdf5,85,turn on the stove
1605,env,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,129,pick up the black bowl next to the cookie box and place it on the plate
1606,env,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,75,pick up the black bowl between the plate and the ramekin and place it on the plate
1607,camera_pose,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,157,pick up the cream cheese and place it in the basket
1608,sensor_noise,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,269,put both the alphabet soup and the cream cheese box in the basket
1609,env,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,235,put the white mug on the plate and put the chocolate pudding to the right of the plate
1610,lighting,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,238,put both the alphabet soup and the cream cheese box in the basket
1611,env,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,138,pick up the cream cheese and place it in the basket
1612,camera_pose,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,102,put the bowl on the stove
1613,lighting,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,126,put the bowl on the plate
1614,camera_pose,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,148,pick up the chocolate pudding and place it in the basket
1615,camera_pose,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,137,pick up the milk and place it in the basket
1616,env,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,244,turn on the stove and put the moka pot on it
1617,language,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,135,pick up the black bowl next to the cookie box and place it on the plate
1618,camera_pose,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,104,put the bowl on the stove
1619,lighting,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,149,pick up the ketchup and place it in the basket
1620,camera_pose,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,138,pick up the orange juice and place it in the basket
1621,env,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,230,put the black bowl in the bottom drawer of the cabinet and close it
1622,env,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,165,pick up the chocolate pudding and place it in the basket
1623,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,111,pick up the black bowl next to the ramekin and place it on the plate
1624,sensor_noise,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,124,pick up the salad dressing and place it in the basket
1625,env,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,148,pick up the alphabet soup and place it in the basket
1626,sensor_noise,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,133,pick up the orange juice and place it in the basket
1627,env,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,151,pick up the black bowl between the plate and the ramekin and place it on the plate
1628,lighting,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,137,pick up the milk and place it in the basket
1629,language,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,271,put both the cream cheese box and the butter in the basket
1630,env,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,155,pick up the chocolate pudding and place it in the basket
1631,lighting,libero_goal,turn_on_the_stove_demo.hdf5,79,turn on the stove
1632,camera_pose,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,99,put the bowl on the stove
1633,lighting,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,124,pick up the salad dressing and place it in the basket
1634,language,libero_goal,push_the_plate_to_the_front_of_the_stove_demo.hdf5,155,push the plate to the front of the stove
1635,camera_pose,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,134,pick up the orange juice and place it in the basket
1636,language,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,79,put the bowl on the plate
1637,env,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,154,pick up the butter and place it in the basket
1638,camera_pose,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,100,put the wine bottle on top of the cabinet
1639,lighting,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,261,turn on the stove and put the moka pot on it
1640,camera_pose,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,149,put the wine bottle on the rack
1641,env,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,149,pick up the chocolate pudding and place it in the basket
1642,language,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,126,pick up the orange juice and place it in the basket
1643,sensor_noise,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,215,open the top drawer and put the bowl inside
1644,language,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,114,put the wine bottle on top of the cabinet
1645,language,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,130,pick up the black bowl on the wooden cabinet and place it on the plate
1646,sensor_noise,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,164,pick up the butter and place it in the basket
1647,env,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,153,pick up the alphabet soup and place it in the basket
1648,lighting,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,92,pick up the black bowl on the cookie box and place it on the plate
1649,camera_pose,libero_10,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,278,put the yellow and white mug in the microwave and close it
1650,lighting,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,103,put the bowl on the plate
1651,env,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,98,put the bowl on the plate
1652,sensor_noise,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,128,pick up the salad dressing and place it in the basket
1653,env,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,106,pick up the black bowl next to the cookie box and place it on the plate
1654,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,99,pick up the black bowl on the cookie box and place it on the plate
1655,lighting,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,244,turn on the stove and put the moka pot on it
1656,lighting,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,264,put both the alphabet soup and the cream cheese box in the basket
1657,camera_pose,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,124,open the middle drawer of the cabinet
1658,camera_pose,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,307,turn on the stove and put the moka pot on it
1659,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,125,pick up the black bowl next to the plate and place it on the plate
1660,env,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,99,put the bowl on the stove
1661,camera_pose,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,106,put the bowl on the stove
1662,language,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,164,pick up the milk and place it in the basket
1663,lighting,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,258,put both the cream cheese box and the butter in the basket
1664,language,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,99,put the bowl on top of the cabinet
1665,camera_pose,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,113,put the wine bottle on top of the cabinet
1666,sensor_noise,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,143,pick up the milk and place it in the basket
1667,env,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,146,pick up the alphabet soup and place it in the basket
1668,env,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,90,put the bowl on the plate
1669,lighting,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,162,pick up the book and place it in the back compartment of the caddy
1670,language,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,150,pick up the chocolate pudding and place it in the basket
1671,camera_pose,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,125,pick up the black bowl next to the ramekin and place it on the plate
1672,env,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,133,pick up the orange juice and place it in the basket
1673,env,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,165,pick up the butter and place it in the basket
1674,env,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,165,pick up the chocolate pudding and place it in the basket
1675,camera_pose,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,240,put the white mug on the left plate and put the yellow and white mug on the right plate
1676,language,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,120,pick up the salad dressing and place it in the basket
1677,lighting,libero_goal,turn_on_the_stove_demo.hdf5,92,turn on the stove
1678,camera_pose,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,119,put the bowl on the stove
1679,camera_pose,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,133,pick up the orange juice and place it in the basket
1680,camera_pose,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,155,put the wine bottle on the rack
1681,camera_pose,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,199,open the top drawer and put the bowl inside
1682,lighting,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,150,pick up the ketchup and place it in the basket
1683,env,libero_10,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,302,put the yellow and white mug in the microwave and close it
1684,language,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,179,put the wine bottle on the rack
1685,language,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,98,put the bowl on top of the cabinet
1686,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,97,pick up the black bowl on the cookie box and place it on the plate
1687,language,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,124,pick up the orange juice and place it in the basket
1688,sensor_noise,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,180,pick up the tomato sauce and place it in the basket
1689,sensor_noise,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,141,pick up the milk and place it in the basket
